nodeid	nodelen	ys	tunisia	bhagwa	taishanhong	dabenzi	azerbaijan
s776	4783	1	1	1	1	1	0
s777	1009	1	1	1	0	0	0
s778	32746	1	1	1	1	1	0.978532
s779	7084	1	1	1	1	1	1
s780	19103	1	1	1	1	1	1
s781	11	1	1	1	1	0	1
s782	44914	1	1	1	1	1	1
s783	36	1	0	1	1	1	1
s784	23	1	0	1	1	1	1
s785	14817	1	1	1	1	1	1
s786	87	1	0	1	1	1	1
s787	150	1	0	1	1	0	0
s788	20	1	0	1	1	1	1
s789	3943	1	1	1	1	1	1
s790	77007	1	1	1	1	1	0.840482
s791	78	1	1	1	1	0	1
s792	44693	1	1	1	1	1	1
s793	28605	1	1	1	1	1	1
s794	5481	1	1	1	1	1	1
s795	2949	1	1	1	1	1	1
s796	15	1	1	1	1	0	1
s797	12887	1	1	1	1	1	1
s798	24425	1	1	1	1	1	1
s799	361	1	1	1	1	1	1
s800	406	1	1	1	1	1	1
s801	355	1	1	1	1	1	1
s802	77768	1	1	1	1	1	0.735354
s803	6	1	1	1	1	0	1
s804	24100	1	1	1	1	1	1
s805	24383	1	1	1	1	1	1
s806	2878	1	1	1	1	1	1
s807	55	1	0	1	1	1	1
s808	10643	1	1	1	1	1	1
s809	886	1	0	1	1	1	1
s810	3584	1	1	1	1	1	1
s811	88	1	0	1	1	1	1
s812	39518	1	1	1	1	1	1
s813	287	1	1	1	1	0	1
s814	522	1	1	1	1	0	0
s815	17944	1	1	1	1	1	1
s816	4594	1	0	1	0	1	1
s817	54	1	0	1	0	0	0
s818	63	1	1	1	1	0	0
s819	30862	1	1	1	1	1	1
s820	41968	1	1	1	1	1	0.924585
s821	63	1	0	1	1	1	0
s822	49099	1	1	1	1	1	0
s823	7	1	1	1	1	0	0
s824	5516	1	1	1	1	1	0
s825	1520	1	0	1	1	0	0
s826	11150	1	1	1	1	1	0
s827	734	1	0	1	0	1	0
s828	3975	1	1	1	1	1	0
s829	1279	1	0	1	0	0	0
s830	57560	1	1	1	1	1	0
s831	6490	1	1	1	1	1	0
s832	600	1	1	1	1	1	0
s833	5	1	1	1	1	0	0
s834	8470	1	1	1	1	1	0
s835	1422	1	1	1	1	1	0
s836	362	1	1	1	1	0	0
s837	2477	1	1	1	1	1.64231	0
s838	63	1	1	1	1	0	0
s839	14550	1	1	1	1	1	0
s840	350	1	1	1	0	1	0
s841	12	1	1	1	0	1	0
s842	2493	1	1	1	1	1	0
s843	63	1	1	1	1	0	0
s844	26237	1	1	1	1	1	0.966002
s845	462	1	1	1	0	1	1
s846	24	1	1	1	0	1	1
s847	31999	1	1	1	1	1	1
s848	63128	1	1	1	1	1	1
s849	6	1	1	1	1	0	1
s850	723	1	1	1	0.477178	1	1
s851	494	1	1	1	0	0	0
s852	314	1	1	1	0	1	1
s853	256	1	1	1	0	0	0
s854	542	1	1	1	0	1	1
s855	223	1	1	1	0	0	1
s856	2867	1	1	1	0	1	1
s857	58	1	0	1	0	0	1
s858	218	1	1	1	0	1	1
s859	59	1	0	1	0	0	0
s860	1677	1	1	1	0	1	1
s861	9652	1	1	1	0.190634	1	1
s862	1362	1	1	1	1	1	1
s863	11335	1	1	1	1	1	1
s864	126	1	1	1	0	0	1
s865	90109	1	1	1	1	1	1
s866	15385	1	1	1	1	0	1
s867	100714	1	1	1	1	1	1
s868	26946	1	1	1	1	1	1
s869	978	1	1	1	1	1	1
s870	1	1	1	1	0	0	1
s871	859	1	1	1	1	1	1
s872	163	1	0	1	1	1	1
s873	11560	1	1	1	1	1	1
s874	53	1	1	1	1	0	0
s875	81263	1	1	1	1	1	1
s876	14417	1	1	1	1	1	0.0991885
s877	4	1	1	1	1	0	0
s878	5569	1	1	1	1	1	0
s879	60916	1	1	1	0.677556	0.751559	0
s880	75	1	1	1	0	0	0
s881	70033	1	1	1	0.989248	1	0
s882	4196	1	1	1	1	1	0
s883	139	1	1	1	0	1	0
s884	282	1	1	1	0	1	0
s885	2864	1	1	1	1	1	0
s886	36477	1	1	1	1	1	0
s887	204	1	1	1	0	1	0
s888	82047	1	1	1	1	1	0.657172
s889	129	1	1	1	0	1	1
s890	15306	1	1	1	1	1	1
s891	114	1	0	1	1	1	1
s892	8198	1	1	1	1	1	1
s893	34554	1	1	1	1	1	1
s894	86	1	1	1	0	1	0
s895	8950	1	1	1	1	1	0.235866
s896	298	1	0	1	1	1	0
s897	71736	1	1	1	1	1	0.504307
s898	52735	1	1	1	1	1	1
s899	359	1	0	0	1	1	0
s900	430	1	0	0	1	1	0
s901	52	1	0	0	0	1	0
s902	9	1	0	0	0	0	0
s903	386	1	0	0	0	1	0
s904	15	1	0	0	0	1	0
s905	224	1	0	0	1	1	0
s906	109388	1	1	1	1	1	1
s907	204	1	1	1	1	0	1
s908	127289	1	1	1	1	1	1
s909	2418	1	1	1	1	1	1
s910	814	1	1	1	1	1	1
s911	98874	1	1	1	1	1	1
s912	87	1	0	1	1	1	1
s913	9326	1	1	1	1	1	1
s914	240	1	1	1	1	1	1
s915	715	1	1	1	1	1	1
s916	12	1	1	1	1	0	1
s917	825	1	1	1	1	1	1
s918	593	1	1	1	0	1	1
s919	42	1	1	1	0	0	1
s920	2025	1	1	1	0	1	1
s921	3392	1	1	1	0	1	1
s922	258	1	1	1	0	0	0
s923	192	1	1	1	1	0	0
s924	198	1	1	1	1	1	1
s925	5777	1	1	1	1	1	1
s926	58	1	1	1	1	0	1
s927	35477	1	1	1	1	1	0.40071
s928	288	1	1	1	1	1	0
s929	344	1	1	1	1	0	0
s930	4128	1	1	1	1	1	0
s931	479	1	1	1	1	0	0
s932	1437	1	1	1	1	1	0
s933	258	1	1	1	1	0	0
s934	31785	1	1	1	1	1	0
s935	252	1	1	1	0	0	0
s936	1552	1	1	1	1	1	0
s937	970	1	1	1	1	1	0
s938	581	1	1	1	0	0	0
s939	2001	1	1	1	1	1	0
s940	65792	1	1	1	1	1	0.964722
s941	862	1	1	1	1	0	1
s942	430	1	1	1	1	1	1
s943	66064	1	1	1	1	1	0.925027
s944	2537	1	1	1	0.940087	1	0
s945	1647	1	1	1	0	0	0
s946	13233	1	1	1	0	1	0
s947	2235	1	1	1	0	0	0
s948	51251	1	1	1	0.926128	1	0.645217
s949	59	1	1	1	1	0	1
s950	11845	1	1	1	1	1	1
s951	6444	1	1	1	1	1	1
s952	174	1	1	1	1	0	1
s953	43979	1	1	1	1	1	1
s954	372	1	0	1	1	1	1
s955	41241	1	1	1	1	1	0.809752
s956	1107	1	1	1	1	0	0
s957	60594	1	1	1	1	1	0.73971
s958	41420	1	1	1	1	1	1
s959	34	1	1	1	1	0	0
s960	1557	1	1	1	1	1	1
s961	1	1	1	1	1	0	0
s962	1167	1	1	1	1	1	1
s963	153	1	1	1	0	0	1
s964	494	1	1	1	1	1	1
s965	140	1	1	1	0	0	1
s966	10645	1	1	1	1	1	1
s967	3274	1	0	0	0	1	1
s968	19216	1	1	1	1	1	1
s969	2802	1	1	1	1	0	1
s970	14221	1	1	1	1	1	1
s971	22	1	1	1	1	0	0
s972	18454	1	1	1	1	1	1
s973	173	1	1	0	1	1	1
s974	5186	1	1	1	1	1	1
s975	17783	1	1	1	1	1	1
s976	117	1	1	1	0	1	1
s977	12179	1	1	1	1	1	1
s978	275	1	0	1	1	1	1
s979	80815	1	1	1	1	1	1
s980	24422	1	1	1	1	1	1
s981	129	1	1	1	0	1	0
s982	4326	1	1	1	1	1	1
s983	312	1	1	1	1	0	1
s984	3636	1	1	1	1	1	1
s985	297	1	1	1	1	0	0
s986	108612	1	1	1	1	1	1
s987	1735	1	1	1	1	1	1
s988	1141	1	1	1	1	0	0
s989	2510	1	1	1	1	1	1
s990	87	1	1	1	1	0	1
s991	740	1	1	1	1	1	1
s992	6084	1	1	1	1	1	1
s993	335	1	1	1	1	0	1
s994	38788	1	1	1	1	1	1
s995	2907	1	1	1	1	1	1
s996	151	1	1	1	1	0	0
s997	67835	1	1	1	1	1	1
s998	20	1	1	1	1	0	1
s999	21779	1	1	1	1	1	1
s1000	20	1	1	1	1	0	1
s1001	161	1	1	1	1	0	1
s1002	101168	1	1	1	1	1	1
s1003	2156	1	1	1	1	1	1
s1004	328	1	1	1	1	0	0
s1005	5302	1	1	1	1	1	1
s1006	1089	1	1	1	1	0	0
s1007	30369	1	1	1	1	1	1
s1008	393	1	0	1	1	1	1
s1009	14055	1	1	1	1	1	1
s1010	179	1	1	1	1	0	1
s1011	30158	1	1	1	1	1	1
s1012	555	1	1	1	0	1	0
s1013	165081	1	1	1	1	1	1
s1014	310	1	1	1	0	1	1
s1015	15592	1	1	1	0.234287	1	0.117496
s1016	58	1	1	1	0	0	0
s1017	2590	1	1	1	0.481081	1	0
s1018	62	1	1	0	0	0	0
s1019	124	1	1	1	1	1	0
s1020	10	1	1	0	1	1	0
s1021	458	1	1	1	1	1	0
s1022	130961	1	1	1	1	1	0.995472
s1023	332	1	1	1	1	1	1
s1024	301	1	1	1	1	1	1
s1025	583	1	1	1	1	1	1
s1026	1210	1	1	1	1	1	1
s1027	1	1	1	1	0	1	1
s1028	57610	1	1	1	1	1	1
s1029	2051	1	1	1	1	1	1
s1030	165	1	1	1	1	0	1
s1031	29369	1	1	1	1	1	0.952603
s1032	2573	1	1	1	1	0	0
s1033	12926	1	1	1	1	1	0
s1034	3462	1	1	1	1	1	0
s1035	560	1	1	1	1	0	0
s1036	3732	1	1	1	1	1	0
s1037	15149	1	1	1	1	1	0
s1038	522	1	1	1	1	0	0
s1039	1011	1	1	1	1	0	0
s1040	13181	1	1	1	1	1	0
s1041	1239	1	1	1	1	0	0
s1042	38464	1	1	1	0.643147	0.943272	0
s1043	1417	1	1	1	1	0	0
s1044	2697	1	1	1	1	1	0
s1045	22576	1	1	1	1	1	0.791238
s1046	486	1	1	1	1	0	1
s1047	7843	1	1	1	1	1	1
s1048	14153	1	1	1	1	1	1
s1049	10942	1	1	1	1	1	1
s1050	2187	1	1	1	1	1	1
s1051	600	1	1	1	1	0	1
s1052	23466	1	1	1	1	1	1
s1053	4	1	1	1	1	0	1
s1054	1377	1	1	1	1	1	1
s1055	158	1	1	1	1	0	1
s1056	3078	1	1	1	1	1	1
s1057	3083	1	1	1	1	1	1
s1058	246	1	1	1	1	0	0
s1059	11612	1	1	1	1	1	0.965725
s1060	49812	1	1	1	1	1	1
s1061	6	1	1	1	1	0	0
s1062	12869	1	1	1	1	1	1
s1063	9541	1	1	1	1	0	0
s1064	72786	1	1	1	1	1	0.92603
s1065	2650	1	1	1	1	0	0
s1066	2947	1	1	1	1	1	0
s1067	14189	1	1	1	1	1	0
s1068	13966	1	1	1	0	0.49821	0
s1069	381	1	1	0	0	0	0
s1070	237	1	1	1	0	0	0
s1071	317	1	1	0	0	0	0
s1072	1477	1	1	1	0	0	0
s1073	24	1	1	0	0	0	0
s1074	3175	1	1	1	0	0	0
s1075	3641	1	1	1	1	0	0
s1076	4592	1	1	0	1	0	0
s1077	8375	1	1	1	1	0	0
s1078	168	1	1	1	1	1	0
s1079	59	1	0	1	1	1	0
s1080	20593	1	1	1	1	1	0.953285
s1081	256	1	1	1	1	0	0
s1082	5790	1	1	1	1	1	1
s1083	221	1	1	1	1	0	0
s1084	63203	1	1	1	1	1	1
s1085	632	1	1	1	1	1	1
s1086	145	1	1	1	0	0	1
s1087	480	1	1	1	1	1	1
s1088	4	1	1	1	1	0	1
s1089	4966	1	1	1	1	1	1
s1090	4	1	1	1	1	0	1
s1091	25993	1	1	1	1	1	0.831609
s1092	1486	1	1	1	1	1	0
s1093	636	1	1	1	1	0	0
s1094	467	1	1	1	0	0	0
s1095	5294	1	1	1	1	1	0
s1096	293	1	1	1	1	0	0
s1097	2256	1	1	1	1	1	0
s1098	252	1	1	1	1	0	0
s1099	150121	1	1	1	1	1	0.973628
s1100	365	1	1	1	0	0	1
s1101	7252	1	1	1	1	1	1
s1102	287	1	1	1	1	0	0
s1103	7326	1	1	1	1	1	1
s1104	337	1	1	1	1	1	1
s1105	341	1	1	1	1	0	1
s1106	15677	1	1	1	1	1	1
s1107	3827	1	1	1	1	1	1
s1108	6	1	1	1	1	0	1
s1109	223	1	1	1	1	1	1
s1110	4	1	1	1	1	0	1
s1111	12942	1	1	1	1	1	1
s1112	65820	1	1	1	1	1	1
s1113	717	1	1	1	1	1	1
s1114	9192	1	1	1	1	1	0.0289382
s1115	3278	1	1	1	0	1	0
s1116	7581	1	1	1	0	0	0
s1117	62	1	1	1	0	1	0
s1118	2931	1	1	1	1	1	0
s1119	430	1	1	1	0	0	0
s1120	9933	1	1	1	1	1	0
s1121	2227	1	1	1	1	0	0
s1122	804	1	1	1	1	1	0
s1123	125	1	1	1	1	0	0
s1124	37823	1	1	1	1	1	0
s1125	6454	1	1	1	1	1	0
s1126	426	1	1	1	0	0	0
s1127	1574	1	1	1	1	1	0
s1128	14720	1	1	1	1	1	0
s1129	8431	1	1	1	0.875815	1	0
s1130	26210	1	1	1	0	0.312972	0
s1131	205	1	0	1	0	0	0
s1132	62304	1	1	1	0.459858	0.459858	0.458028
s1133	761	1	1	1	0	0	1
s1134	59367	1	1	1	1	1	1
s1135	2852	1	1	1	1	1	1
s1136	3879	1	1	1	1	1	1
s1137	4020	1	1	1	1	0	1
s1138	6542	1	1	1	1	1	1
s1139	144	1	1	1	1	1	1
s1140	45401	1	1	1	1	1	1
s1141	24	1	1	1	1	0	1
s1142	3560	1	1	1	1	1	1
s1143	188	1	1	1	1	0	1
s1144	33041	1	1	1	1	1	1
s1145	10	1	1	1	1	0	1
s1146	1020	1	1	1	1	1	1
s1147	171	1	1	1	1	0	1
s1148	63605	1	1	1	1	1	1
s1149	1678	1	1	1	1	1	1
s1150	173	1	1	1	1	0	1
s1151	1135	1	1	1	1	1	1
s1152	37874	1	1	1	1	1	1
s1153	62	1	0	1	1	1	1
s1154	5795	1	1	1	1	1	0.121484
s1155	41	1	0	1	1	1	0
s1156	1049	1	1	1	1	1	0
s1157	1244	1	0	1	1	1	0
s1158	30723	1	1	1	1	1	0
s1159	10	1	1	1	1	0	0
s1160	9407	1	1	1	1	1	0.0583608
s1161	155	1	1	1	1	1	0
s1162	90466	1	1	1	1	1	1
s1163	162	1	1	1	1	0	1
s1164	24553	1	1	1	1	1	1
s1165	242	1	1	1	1	0	0
s1166	5149	1	1	1	1	1	1
s1167	975	1	1	1	1	0	0
s1168	1080	1	1	1	1	1	1
s1169	87	1	1	1	0	1	1
s1170	44173	1	1	1	1	1	1
s1171	584	1	1	1	1	1	1
s1172	506	1	1	1	1	1	1
s1173	83	1	1	1	1	1	0
s1174	772	1	1	1	1	1	1
s1175	10533	1	1	1	1	1	0.969999
s1176	355	1	1	1	0	1	0
s1177	15317	1	1	1	1	1	0
s1178	6	1	1	1	1	0	0
s1179	1653	1	1	1	1	1	0
s1180	531	1	1	1	1	0	0
s1181	10006	1	1	1	1	1	0
s1182	226	1	1	1	0	1	0
s1183	6168	1	1	1	1	1	0
s1184	226	1	1	1	0	0	0
s1185	8457	1	1	1	1	1	0
s1186	22	1	1	1	1	0	0
s1187	1597	1	1	1	1	1	0
s1188	57	1	1	1	1	0	0
s1189	296	1	1	1	1	1	0
s1190	11863	1	1	1	1	1	0
s1191	7113	1	1	1	1	1	0
s1192	8	1	1	1	1	0	0
s1193	1451	1	1	1	1	1	0
s1194	950	1	1	1	0	0	0
s1195	1095	1	1	1	1	1	0
s1196	109	1	1	1	1	0	0
s1197	1116	1	1	1	1	1	0
s1198	117	1	1	1	1	1	0
s1199	1	1	1	1	1	0	0
s1200	482	1	1	1	1	1	0
s1201	344	1	1	1	0	0	0
s1202	1754	1	1	1	1	1	0
s1203	2365	1	1	1	1	1	0
s1204	362	1	1	1	1	1	0
s1205	524	1	1	1	1	0	0
s1206	1943	1	1	1	1	1	0
s1207	339	1	1	1	0	0	0
s1208	76484	1	1	1	1	1	0
s1209	226	1	1	1	0	0	0
s1210	2544	1	1	1	1	1	0
s1211	5	1	1	1	1	0	0
s1212	393	1	1	1	1	1	0
s1213	3562	1	1	1	0	0	0
s1214	50415	1	1	1	1	1	0
s1215	518	1	1	1	0	1	0
s1216	37	1	1	1	1	1	0
s1217	526	1	1	1	1	0	0
s1218	1307	1	1	1	1	1	0
s1219	1036	1	1	1	0	1	0
s1220	721	1	1	1	1	1	0
s1221	5115	1	1	1	1	1	0
s1222	27	1	1	1	1	0	0
s1223	17232	1	1	1	0.103412	0.321321	0
s1224	238	1	0	1	0	0	0
s1225	6737	1	1	1	0	0	0
s1226	1	1	0	1	0	0	0
s1227	2081	1	1	1	0	0	0
s1228	111	1	0	1	0	0	0
s1229	5387	1	1	1	0	0	0
s1230	31633	1	1	1	0	0.20134	0
s1231	595	1	1	1	0	0	0
s1232	2847	1	1	1	0	1	0
s1233	2	1	1	1	0	0	0
s1234	6190	1	1	1	0	1	0
s1235	27	1	1	1	0	1	0
s1236	262	1	1	1	0	1	0
s1237	10	1	1	1	0	1	0
s1238	17884	1	1	1	0	1	0
s1239	5808	1	1	1	0	1	0
s1240	2205	1	1	1	0	1	0
s1241	8340	1	1	1	0	1	0
s1242	349	1	1	1	0	0	0
s1243	17547	1	1	1	0.218613	1	0
s1244	488	1	1	1	1	1	0
s1245	3	1	1	1	1	0	0
s1246	7707	1	1	1	1	1	0
s1247	158	1	1	1	1	1	0
s1248	594	1	1	1	1	1	0
s1249	294	1	1	1	1	0	0
s1250	1427	1	1	1	1	1	0
s1251	9	1	1	1	1	0	0
s1252	605	1	1	1	1	1	0
s1253	8302	1	1	1	1	1	0
s1254	118	1	1	1	0	1	0
s1255	274	1	1	1	1	1	0
s1256	226	1	1	1	0	1	0
s1257	526	1	1	1	1	1	0
s1258	279	1	1	1	0	1	0
s1259	58	1	1	1	1	1	0
s1260	414	1	1	1	1	0	0
s1261	1306	1	1	1	1	1	0
s1262	2266	1	1	1	1	1	0
s1263	2337	1	1	1	1	1	0
s1264	446	1	1	1	1	0	0
s1265	815	1	1	1	1	1	0
s1266	5467	1	1	1	1	1	0
s1267	72	1	1	1	0	1	0
s1268	142	1	1	1	0	0	0
s1269	298	1	1	1	1	0	0
s1270	3716	1	1	1	1	1	0
s1271	161	1	1	1	1	0	0
s1272	455	1	1	1	1	1	0
s1273	150	1	1	1	1	0	0
s1274	9114	1	1	1	1	1	0
s1275	27	1	1	1	1	0	0
s1276	3149	1	1	1	1	1	0
s1277	40	1	1	1	1	0	0
s1278	624	1	1	1	1	1	0
s1279	7	1	1	1	1	0	0
s1280	1023	1	1	1	1	1	0
s1281	55	1	1	1	0	0	0
s1282	41464	1	1	1	1	1	0.528434
s1283	2	1	1	1	1	0	1
s1284	3062	1	1	1	1	1	1
s1285	1895	1	1	1	1	1	1
s1286	1770	1	1	1	1	0	1
s1287	17245	1	1	1	1	1	1
s1288	156	1	1	1	1	0	1
s1289	12234	1	1	1	1	1	1
s1290	486	1	1	1	0	1	1
s1291	18610	1	1	1	1	1	1
s1292	12401	1	1	1	1	1	1
s1293	192	1	1	1	0	1	1
s1294	344	1	1	1	1	1	1
s1295	4325	1	1	1	1	1	1
s1296	187	1	1	1	0	0	1
s1297	176	1	1	1	1	1	1
s1298	615	1	1	1	1	0	1
s1299	5112	1	1	1	1	1	1
s1300	668	1	1	1	1	1	1
s1301	45543	1	1	1	1	1	1
s1302	66021	1	1	1	1	1	1
s1303	19662	1	1	1	0.300173	0.710457	1
s1304	3049	1	1	1	0.46671	1	1
s1305	776	1	1	1	1	0	0
s1306	41675	1	1	1	1	1	1
s1307	10	1	1	1	1	0	1
s1308	1870	1	1	1	1	1	1
s1309	172	1	1	1	1	0	1
s1310	498	1	1	1	1	1	1
s1311	24	1	1	1	1	0	1
s1312	6695	1	1	1	1	1	1
s1313	513	1	1	1	1	0	1
s1314	756	1	1	1	1	1	1
s1315	3	1	1	1	1	0	0
s1316	7699	1	1	1	1	1	1
s1317	269	1	1	1	0	0	0
s1318	1047	1	1	1	1	1	1
s1319	174	1	1	1	0	1	1
s1320	403	1	1	1	1	1	1
s1321	141	1	1	1	1	0	1
s1322	6305	1	1	1	1	1	1
s1323	284	1	1	1	1	0	1
s1324	5590	1	1	1	1	1	1
s1325	12556	1	1	1	1	1	1
s1326	2335	1	1	1	1	1	1
s1327	244	1	1	1	1	1	1
s1328	4	1	1	1	1	0	1
s1329	8505	1	1	1	1	1	1
s1330	1295	1	1	1	1	1	1
s1331	722	1	1	1	1	0	0
s1332	4584	1	1	1	1	1	1
s1333	135	1	1	1	1	0	1
s1334	11213	1	1	1	1	1	1
s1335	1336	1	1	1	1	1	1
s1336	6025	1	1	1	1	1	1
s1337	1811	1	1	1	1	1	1
s1338	2121	1	1	1	1	0.797737	1
s1339	11987	1	1	1	1	0.0709936	1
s1340	56	1	1	1	0	1	1
s1341	2973	1	1	1	1	1	1
s1342	41	0	0	0	0	1	0
s1343	1963	0	0	0	0	0	0
s1344	32	0	0	0	0	1	0
s1345	12827	1	1	1	1	1	1
s1346	9	1	1	1	1	0	1
s1347	2229	1	1	1	1	1	1
s1348	7950	1	1	1	1	1	1
s1349	337	1	1	1	0	0	0
s1350	4585	1	1	1	1	1	1
s1351	58	1	1	1	0	1	1
s1352	127	1	1	1	1	1	1
s1353	26	1	1	1	1	0	1
s1354	2546	1	1	1	1	1	1
s1355	321	1	1	1	1	1	1
s1356	173	1	1	1	1	0	1
s1357	806	1	1	1	1	1	1
s1358	1041	1	1	1	1	1	1
s1359	98	1	1	1	1	0	1
s1360	555	1	1	1	1	1	1
s1361	203	1	1	1	1	1	1
s1362	829	1	1	1	1	1	1
s1363	17	1	1	1	1	0	1
s1364	2806	1	1	1	1	1	1
s1365	321	1	1	1	1	1	1
s1366	6	1	1	1	1	0	1
s1367	2836	1	1	1	1	1	1
s1368	152	1	1	1	1	0	1
s1369	3821	1	1	1	1	1	1
s1370	1140	1	1	1	1	0	0
s1371	211	1	1	1	1	1	1
s1372	1172	1	1	1	1	1	1
s1373	158	1	1	1	1	1	1
s1374	1401	1	1	1	1	1	1
s1375	2932	1	1	1	0	1	0
s1376	12513	1	1	1	1	1	1
s1377	1407	1	1	1	1	0	0.117982
s1378	1703	1	1	1	1	1	0
s1379	197	1	1	1	1	0	0
s1380	2937	1	1	1	1	1	0
s1381	258	1	1	1	1	0	0
s1382	1224	1	1	1	1	0	0
s1383	21506	1	1	1	1	1	0
s1384	198	1	1	1	1	0	0
s1385	47597	1	1	1	0.775805	0.861588	0
s1386	523	1	0	1	0	0	0
s1387	546	1	1	1	0	0	0
s1388	370	1	0	1	0	0	0
s1389	5038	1	1	1	0	0	0
s1390	3855	1	1	1	0	0	0
s1391	104	1	0	0	0	0	0
s1392	703	1	1	1	0	0	0
s1393	9	1	0	1	0	0	0
s1394	5526	1	1	1	0	0	0
s1395	1113	1	1	1	0	0	0
s1396	519	1	0	1	0	0	0
s1397	2386	1	1	1	0	0	0
s1398	6350	1	1	1	0	0	0
s1399	3486	1	1	1	0	0	0
s1400	522	1	0	0	0	0	0
s1401	1265	1	1	1	0	0	0
s1402	519	1	0	0	0	0	0
s1403	7374	1	0.818823	1	0	0	0
s1404	376173	1	0	0.0458619	0	0.00223567	0
s1405	189	1	0	1	0	0	0
s1406	4673	1	0	1	0	1	0
s1407	3003	1	0	1	0	1	0
s1408	4836	1	0.275021	1	0	1	0
s1409	16009	1	1	1	0.0110563	1	0
s1410	1035	1	1	1	0	0	0
s1411	317	1	1	1	1	1	0
s1412	62	1	1	1	1	0	0
s1413	41114	1	1	1	1	1	0.550348
s1414	606	1	1	1	1	1	1
s1415	189	1	1	1	1	1	1
s1416	110	1	1	1	1	0	1
s1417	180	1	1	1	1	1	1
s1418	1299	1	1	1	1	1	1
s1419	404	1	1	1	0	0	1
s1420	392	1	0	1	0	0	1
s1421	864	1	1	1	0	0	1
s1422	4510	1	1	1	1	1	1
s1423	179	1	1	1	0	0	1
s1424	152	1	1	1	1	1	1
s1425	114	1	1	1	1	0	1
s1426	8	1	1	1	0	0	0
s1427	179	1	1	1	1	0	1
s1428	14968	1	1	1	1	1	1
s1429	106982	1	1	1	1	1	0.911583
s1430	379	1	1	1	1	0	1
s1431	48067	1	1	1	1	1	1
s1432	17735	1	1	1	1	1	1
s1433	42871	1	1	1	1	1	1
s1434	128	1	1	1	0	1	1
s1435	1499	1	1	1	1	1	1
s1436	5009	1	1	1	1	1	1
s1437	220	1	1	1	0	0	1
s1438	75163	1	1	1	1	1	0.979844
s1439	28017	1	1	1	1	1	1
s1440	248	1	1	1	1	1	1
s1441	11259	1	1	1	1	1	1
s1442	5177	1	1	1	1	1	1
s1443	2	1	1	1	1	0	0
s1444	11170	1	1	1	1	1	1
s1445	2946	1	1	1	1	1	1
s1446	112	1	1	1	1	0	1
s1447	34243	1	1	1	1	1	1
s1448	29540	1	1	1	1	1	0.957549
s1449	1639	1	1	1	1	0	0
s1450	19086	1	1	1	1	1	0
s1451	3366	1	1	1	0	1	0
s1452	2285	1	1	1	0	0	0
s1453	3946	1	1	1	1	1	0
s1454	2825	1	1	1	0	1	0
s1455	16981	1	1	1	1	1	0
s1456	922	1	1	1	1	1	0
s1457	2758	1	1	1	1	0	0
s1458	1117	1	1	1	1	1	0
s1459	1041	1	1	1	1	0	0
s1460	188	1	1	1	1	1	0
s1461	564	1	1	1	1	0	0
s1462	11546	1	1	1	0.048415	1	0
s1463	775	1	1	1	0	0	0
s1464	1402	1	1	1	0.336662	1	0
s1465	4	1	1	1	1	0	0
s1466	1383	1	1	1	1	1	0
s1467	9	1	1	1	1	0	0
s1468	1107	1	1	1	1	1	0
s1469	347	1	1	1	0	0	0
s1470	21849	1	1	1	1	1	0.968099
s1471	126	1	1	1	1	0	1
s1472	23156	1	1	1	1	1	1
s1473	25265	1	1	1	1	1	1
s1474	1243	1	1	1	1	0	1
s1475	6873	1	1	1	1	1	1
s1476	8991	1	1	1	1	1	1
s1477	119	1	1	1	0	1	1
s1478	14573	1	1	1	0	1	1
s1479	6170	1	1	1	1	1	1
s1480	8	1	1	1	1	0	1
s1481	8101	1	1	1	1	1	1
s1482	1922	1	0	1	1	1	1
s1483	240	1	1	1	1	1	1
s1484	176	1	1	1	1	1	1
s1485	857	1	0	1	1	1	1
s1486	14143	1	1	1	1	1	1
s1487	1932	1	0	1	1	1	0
s1488	5868	1	1	1	1	1	0.793286
s1489	257	1	1	1	1	0	0
s1490	543	1	1	1	1	1	0
s1491	8	1	1	1	1	0	0
s1492	2949	1	1	1	0.297728	1	0
s1493	172	1	1	1	0	1	0
s1494	65	1	1	1	0	0	0
s1495	132	1	1	1	0	1	0
s1496	299	1	1	1	0	0	0
s1497	19306	1	1	1	0	1	0
s1498	1	1	1	1	0	0	0
s1499	154220	1	0.0204319	0.346336	0	0.0298405	0
s1500	119	1	0	0	0	0	0
s1501	21651	1	0	1	0	0	0
s1502	3324	1	0	0	0	0	0
s1503	87856	1	0	0.991634	0	0	0
s1504	598	1	0	0	0	0	0
s1505	22306	1	0	1	0	0	0
s1506	1	1	0	0	0	0	0
s1507	6145	1	0	1	0	0	0
s1508	161	1	0	0	0	0	0
s1509	1697	1	0	1	0	0	0
s1510	1089	1	0	0	0	0	0
s1511	70295	1	0	1	0	0	0
s1512	6043	1	0	0	0	0	0
s1513	3707	1	0	1	0	0	0
s1514	595	1	0	0	0	0	0
s1515	14743	1	0	1	0	0	0
s1516	182154	1	0.1713	0.694874	0	0	0
s1517	4841	1	0	1	0	0	0
s1518	2607	1	1	1	0	0.154967	0
s1519	971	1	1	1	0	1	0
s1520	807	1	1	1	0	1	0
s1521	775	1	1	1	0	1	0
s1522	3	1	1	1	0	0	0
s1523	2019	1	1	1	0	1	0
s1524	1	1	1	1	0	0	0
s1525	247	1	1	1	0	1	0
s1526	5736	1	1	1	0	1	0
